SKUP;DRUH;FREKVENCE_1;FREKVENCE_2;PARAMETR_SLEDOVANI;KATEGORIE;SKUPINA_PARAMETRU_HODNOCENI;PARAMETR_HODNOCENI;PARAMETR_LIMIT;DATA_INPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gentianella praecox subsp. bohemica;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;vitalita populace);B;Stav populace;vitalita populace (podíl kvetoucích jedincù);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;pokryvnost staøiny;B;Stav lokality;pokryvnost staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;pøítomnost a pokryvnost expanzivních a invazivních druhù;B;Stav lokality;pøítomnost a pokryvnost expanzivních a invazivních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;vliv managementu èi jeho absence;A;Management;vliv managementu èi jeho absence;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Gladiolus palustris;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vitalita populace;B;Stav populace;vitalita populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost trav a trávovitıch bylin vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pøítomnost a pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vımìra jádra potenciální lokality;C;Stav lokality;vımìra jádra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;vliv managementu èi jeho absence;A;Management;vliv managementu èi jeho absence;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Himantoglossum adriaticum;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;poèetnost populace;B;Stav populace;minimální poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;vitalita populace;B;Stav populace;vitalita populace (podíl kvetoucích ramet);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost trav a trávovitıch bylin vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Iris arenaria;3;v pøípadì málopoèetnıch populací (< 150 jedincù) a lokalit s provádìnım managementem je ádoucí interval 1;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;vitalita populace;B;Stav populace;vitalita populace (podíl kvetoucích jedincù);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost trav a trávovitıch bylin vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Jurinea cyanoides;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;vitalita populace;B;Stav populace;vitalita populace (podíl kvetoucích polykormonù);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost trav a trávovitıch bylin vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;hladina podzemní vody;B;Stav lokality;hladina podzemní vody;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Ligularia sibirica;5 (> 1000 rostlin);lokality s 200-1000 rostlinami v intervalu 3 a lokality s menšími populacemi interval 1;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost vytrvalıch trav vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;hladina podzemní vody;B;Stav lokality;hladina podzemní vody;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Liparis loeselii;1 (< 100 jedincù);v EVL Jestøebsko – Dokesko, kde celková poèetnost druhu kolísá mezi nìkolika sty a nìkolika tisíci jedinci, je moné v pøípadì menších meziroèních fluktuací prodlouit interval 2-3;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;plocha populace;B;Stav populace;plocha populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;pokryvnost jinıch natantních a submerzních druhù na ploše populace druhu;B;Stav lokality;pokryvnost jinıch natantních, submerzních a emerzních druhù na ploše populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;pokryvnost jinıch natantních, submerzních a emerzních druhù na ploše potenciální lokality;B;Stav lokality;pokryvnost jinıch natantních a submerzních druhù na ploše potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;prùhlednost vody;B;Stav lokality;prùhlednost;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;koncentrace celkového dusíku;B;Stav lokality;koncentrace celkového N;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;koncentrace celkového fosforu;B;Stav lokality;koncentrace celkového P;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Luronium natans;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;poèetnost populace;A;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;vitalita populace (podíl kvetoucích trsù);B;Stav populace;vitalita populace (podíl kvetoucích trsù);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;pokryvnost trav a trávovitıch bylin vèetnì staøiny;B;Stav lokality;pokryvnost trav a trávovitıch bylin vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;management;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Minuartia smejkalii;1;;jinı vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;vitalita populace;B;Stav populace;vitalita populace (podíl kvetoucích jedincù);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;pokryvnost vytrvalıch druhù bylinného patra vèetnì staøiny;B;Stav lokality;pokryvnost vytrvalıch druhù bylinného patra vèetnì staøiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;pøítomnost a pokryvnost expanzivních a invazivních druhù;B;Stav lokality;pokryvnost expanzivních a invazivních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Pedicularis sudetica;6;v pøípadì zaznamenání negativních zmìn v poèetnosti a stavu lokalit je potøebainterval sledování adekvátnì zkrátit;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;poèetnost populace;B;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;vıvoj poèetnosti populace;B;Stav populace;vıvoj poèetnosti populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;vitalita populace;B;Stav populace;vitalita populace (medián poètu stébel);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;vımìra lokality;B;Stav lokality;vımìra lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;vımìra potenciální lokality;B;Stav lokality;vımìra potenciální lokality;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;vliv managementu èi jeho absence;A;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cévnaté;Poa riphaea;1;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
