SKUP;DRUH;FREKVENCE_1;FREKVENCE_2;PARAMETR_SLEDOVANI;KATEGORIE;SKUPINA_PARAMETRU_HODNOCENI;PARAMETR_HODNOCENI;PARAMETR_LIMIT;DATA_INPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Phengaris nausithous;3;;jinı negativní vliv;A;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;pokryvnost preferovanıch habitatù;B;Stav lokality;zmìna pokryvnosti preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;pøítomnost mrtvého døeva;A;Stav lokality;pøítomnost mrtvého døeva;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;kontinuita nabídky mrtvého døeva;A;Stav lokality;kontinuita nabídky mrtvého døeva;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;zmìna porostního typu;C;Stav lokality;zmìna porostního typu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;vliv managementu;C;Management;Management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cucujus cinnaberinus;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;pokryvnost preferovanıch habitatù;C;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;sukcese;C;Stav lokality;sukcese;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;zarùstání expanzními èi invazními druhy;C;Stav lokality;zarùstání expanzními èi invazními druhy;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Bolbelasmus unicornis;3;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;vıskyt druhu;B;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;pøítomnost nektaronosnıch rostlin;A;Stav lokality;pøítomnost nektaronosnıch rostlin;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;pøítomnost a pokryvnost expanzivních a invazních druhù poškozujících pøedmìt ochrany;B;Stav lokality;pøítomnost a pokryvnost expanzivních a invazních druhù poškozujících pøedmìt ochrany;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;intenzifikace hospodaøení na stanovištích;B;Stav lokality;intenzifikace hospodaøení na stanovištích;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euplagia quadripunctaria;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;podíl nezastínìné vysokostébelné vegetace se staøinou;B;Stav lokality;podíl nezastínìné vysokostébelné vegetace se staøinou;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;zarùstání expanzními èi invazními druhy;B;Stav lokality;zarùstání expanzními èi invazními druhy;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;zarùstání døevinnou vegetací;B;Stav lokality;zarùstání døevinnou vegetací;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;stav polních remízkù a úhorù v blízkém okolí;C;Stav lokality;stav polních remízkù a úhorù v blízkém okolí;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;promìna travinnıch habitatù na lesnickou nebo zemìdìlskou pùdu;C;Stav lokality;promìna travinnıch habitatù na lesnickou nebo zemìdìlskou pùdu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus hungaricus;3;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;pokryvnost preferovanıch habitatù;A;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;zarùstání døevinnou vegetací;A;Stav lokality;zarùstání døevinnou vegetací;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;plánovaná nebo probíhající tìba rašelinnıch vrstev;C;Stav lokality;plánovaná nebo probíhající tìba rašelinnıch vrstev;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;lesnické vısadby na místech s preferovanım habitatem;C;Stav lokality;lesnické vısadby na místech s preferovanım habitatem;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;zmìna vodního reimu;C;Stav lokality;zmìna vodního reimu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus menetriesi;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;pøítomnost mrtvého døeva;C;Stav lokality;pøítomnost mrtvého døeva;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;vodní reim;C;Stav lokality;zmìna vodního reimu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;velkoplošná tìba lesních porostù;C;Stav lokality;velkoplošná tìba lesních porostù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;zmìna porostního typu;C;Stav lokality;zmìna porostního typu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Carabus variolosus;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cerambyx cerdo;6;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cerambyx cerdo;6;;nabídka vhodnıch stromù;B;Stav lokality;zmìna nabídky vhodnıch stromù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cerambyx cerdo;6;;zachování habitatù;C;Stav lokality;zachování habitatù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cerambyx cerdo;6;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Cerambyx cerdo;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;poèetnost populace;A;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;doklad rozmnoování na lokalitì;A;Stav populace;doklad rozmnoování na lokalitì;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;pokryvnost preferovanıch habitatù;C;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;zarùstání a pokryvnost døevinné vegetace;C;Stav lokality;zarùstání a pokryvnost døevinné vegetace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;zastínìní;C;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;rybochovné aktivity;C;Stav lokality;rybochovné aktivity;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;probíhající zásahy do bøehu a koryta toku;C;Stav lokality;probíhající zásahy do bøehu a koryta toku;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;lesnické vısadby na místech s preferovanım habitatem;C;Stav lokality;lesnické vısadby na místech s preferovanım habitatem;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;zmìna vodního reimu;C;Stav lokality;zmìna vodního reimu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Coenagrion ornatum;3;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;pokryvnost preferovanıch habitatù;C;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;vıskyt hostitelskıch rostlin;C;Stav lokality;vıskyt hostitelskıch rostlin;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;prostupnost okolní krajiny;C;Stav lokality;prostupnost okolní krajiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;pøítomnost a pokryvnost expanzivních a invazních druhù;C;Stav lokality;pøítomnost a pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;zastínìní;C;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;intenzifikace hospodaøení na stanovištích;C;Stav lokality;intenzifikace hospodaøení na stanovištích;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Colias myrmidone;3;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;poèetnost populace;A;Stav populace;poèetnost populace na lokalitách s rozlohou;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;oslunìní keøovıch porostù;B;Stav lokality;oslunìní keøovıch porostù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;zapojení keøovıch porostù;B;Stav lokality;zapojení keøovıch porostù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;lesnické vısadby;B;Stav lokality;lesnické vısadby;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Eriogaster catax;3;;jinı negativní vliv;B;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;poèetnost populace;A;Stav populace;poèetnost populace na lokalitách s rozlohou;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;vıskyt hostitelskıch rostlin;B;Stav lokality;vıskyt hostitelskıch rostlin;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;pøítomnost a pokryvnost expanzivních a invazních druhù;B;Stav lokality;pøítomnost a pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;zastínìní;B;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;nabídka potenciálních lokalit v okolí;C;Stav lokality;nabídka potenciálních lokalit v okolí;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;intenzifikace hospodaøení na stanovištích;C;Stav lokality;intenzifikace hospodaøení na stanovištích;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;zmìna vodního reimu;C;Stav lokality;zmìna vodního reimu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;vliv managementu;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas aurinia;2;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;poèetnost populace;A;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;pokryvnost preferovanıch habitatù;B;Stav lokality;pokryvnost preferovanıch habitatù;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;vìková struktura mikrolokalit;B;Stav lokality;vìková struktura mikrolokalit;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;propojení mikrolokalit;B;Stav lokality;propojení mikrolokalit;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;zmìna porostního typu;B;Stav lokality;zmìna porostního typu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;vliv managementu èi jeho absence;B;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Euphydryas maturna;1;;jinı negativní vliv;B;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;vıskyt druhu;A;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;pokryvnost litorální vegetace;C;Stav lokality;pokryvnost litorální vegetace (pøedevším ostøice a rašeliník);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;zastínìní vodní hladiny;C;Stav lokality;zastínìní vodní hladiny;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;prùhlednost vody;C;Stav lokality;prùhlednost vody (Secciho deskou);;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;intenzivní rybníkáøství;C;Stav lokality;intenzivní rybníkáøství;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;intenzita zemìdìlství;C;Stav lokality;intenzita zemìdìlství;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Graphoderus bilineatus;2;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;poèetnost populace;A;Stav populace;poèetnost populace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;doklad rozmnoování na lokalitì;A;Stav populace;doklad rozmnoování na lokalitì;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;pokryvnost preferovanıch habitatù (porosty rákosu a orobincù ale netvoøí dominantní podíl(;B;Stav lokality;pokryvnost preferovanıch habitatù (porosty rákosu a orobincù ale netvoøí dominantní podíl(;;VMB, vrstva biotopù EVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;zarùstání a pokryvnost døevinné vegetace;A;Stav lokality;zarùstání a pokryvnost døevinné vegetace;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;zastínìní;C;Stav lokality;zastínìní;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;pokryvnost expanzivních a invazních druhù;C;Stav lokality;pokryvnost expanzivních a invazních druhù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;rybochovné aktivity;A;Stav lokality;rybochovné aktivity;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;probíhající zásahy do bøehové zóny a navazujících litorálních porostù;B;Stav lokality;probíhající zásahy do bøehové zóny a navazujících litorálních porostù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;lesnické vısadby nebo naopak vırazné prosvìtlování na místech s preferovanım habitatem;B;Stav lokality;lesnické vısadby nebo naopak vırazné prosvìtlování na místech s preferovanım habitatem;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;zmìna vodního reimu;B;Stav lokality;zmìna vodního reimu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Leucorrhinia pectoralis;3;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;vıskyt druhu;B;Stav populace;vıskyt druhu;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;nabídka vhodnıch stromù;B;Stav lokality;zmìna nabídky vhodnıch stromù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;nièení dutin vhodnıch stromù;C;Stav lokality;nièení dutin vhodnıch stromù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;zachování habitatù;A;Stav lokality;zachování habitatù;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;vliv managementu;C;Management;management;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hmyz;Limoniscus violaceus;6;;jinı negativní vliv;C;Jiné vlivy;jinı negativní vliv;;NDOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
